category,meta,meta,meta,commod,commod,commod,signals int,actions,actions,actions,actions,actions,clock,clock,clock,clock,utils,utils,utils,utils,utils
series,id_agent, state,action picked,hunger,energy,fun,drowsy,bored,sleep,eat,work,watch tv,ts,period - day,period - week,period - year,bored,sleep,eat,work,watch tv
5430,1,watch tv,watch tv,75.0,19.5,49.5,-1,0,0,0,0,1,2024-02-26 13:30:00,NOON,MONDAY,WINTER,0.3,0.29500000000000004,0.23744736058181756,-1,0.3954968448592666
5431,1,watch tv,watch tv,74.0,18.5,52.0,-1,0,0,0,0,1,2024-02-26 13:45:00,NOON,MONDAY,WINTER,0.3,0.30499999999999994,0.250480947161671,-1,0.37424624273878504
5432,1,watch tv,watch tv,73.0,17.5,54.5,-1,0,0,0,0,1,2024-02-26 14:00:00,AFTERNOON,MONDAY,WINTER,0.3,0.31499999999999995,0.2634279302388457,-1,0.3533505749687378
5433,1,work,work,72.0,16.5,53.5,-1,0,0,0,1,0,2024-02-26 14:15:00,AFTERNOON,MONDAY,WINTER,0.3,0.32499999999999996,0.2762877265918202,1,0.3327872529833109
5434,1,work,work,71.0,15.5,52.5,-1,0,0,0,1,0,2024-02-26 14:30:00,AFTERNOON,MONDAY,WINTER,0.3,0.33499999999999996,0.289059741054823,1,0.3409740416398539
5435,1,work,work,70.0,14.5,51.5,-1,0,0,0,1,0,2024-02-26 14:45:00,AFTERNOON,MONDAY,WINTER,0.3,0.345,0.3017433661044786,1,0.3492120010468518
5436,1,work,work,69.0,13.5,50.5,-1,0,0,0,1,0,2024-02-26 15:00:00,AFTERNOON,MONDAY,WINTER,0.3,0.355,0.3143379814261472,1,0.3575024350700675
5437,1,work,work,68.0,12.5,49.5,-1,0,0,0,1,0,2024-02-26 15:15:00,AFTERNOON,MONDAY,WINTER,0.3,0.365,0.3268429534586529,1,0.3658467068520761
5438,1,work,work,67.0,11.5,48.5,-1,0,0,0,1,0,2024-02-26 15:30:00,AFTERNOON,MONDAY,WINTER,0.3,0.375,0.33925763491599814,1,0.37424624273878504
5439,1,work,work,66.0,10.5,47.5,-1,0,0,0,1,0,2024-02-26 15:45:00,AFTERNOON,MONDAY,WINTER,0.3,0.385,0.3515813642845458,1,0.38270253655095277
5440,1,work,work,65.0,9.5,46.5,-1,0,0,0,1,0,2024-02-26 16:00:00,AFTERNOON,MONDAY,WINTER,0.3,0.395,0.3638134652940266,1,0.39121715423878556
5441,1,work,work,64.0,8.5,45.5,-1,0,0,0,1,0,2024-02-26 16:15:00,AFTERNOON,MONDAY,WINTER,0.3,0.405,0.37595324636059424,1,0.3997917389627964
5442,1,work,work,63.0,7.5,44.5,-1,0,0,0,1,0,2024-02-26 16:30:00,AFTERNOON,MONDAY,WINTER,0.3,0.41500000000000004,0.388,1,0.4084280166500076
5443,1,work,work,62.0,6.5,43.5,-1,0,0,0,1,0,2024-02-26 16:45:00,AFTERNOON,MONDAY,WINTER,0.3,0.42500000000000004,0.3999530022087924,1,0.4171278020814444
5444,1,work,work,61.0,5.5,42.5,-1,0,0,0,1,0,2024-02-26 17:00:00,SUNSET,MONDAY,WINTER,0.3,0.43500000000000005,0.41181151181126774,1,0.42589300557486076
5445,1,work,work,60.0,4.5,41.5,-1,0,0,0,1,0,2024-02-26 17:15:00,SUNSET,MONDAY,WINTER,0.3,0.44499999999999995,0.4235747697696941,1,0.4347256403359895
5446,1,work,work,59.0,3.5,40.5,-1,0,0,0,1,0,2024-02-26 17:30:00,SUNSET,MONDAY,WINTER,0.3,0.45499999999999996,0.43524199845511,1,0.44362783056257826
5447,1,work,work,58.0,2.5,39.5,-1,0,0,0,1,0,2024-02-26 17:45:00,SUNSET,MONDAY,WINTER,0.3,0.46499999999999997,0.44681240087575225,1,0.4526018203983939
5448,1,work,work,57.0,1.5,38.5,-1,0,0,0,1,0,2024-02-26 18:00:00,SUNSET,MONDAY,WINTER,0.3,0.475,0.4582851598598934,1,0.46164998384964273
5449,1,sleep,sleep,56.0,3.0,38.5,-1,0,1,0,0,0,2024-02-26 18:15:00,SUNSET,MONDAY,WINTER,0.3,0.485,0.4696594371895674,-1,0.4707748357943746
5450,1,sleep,sleep,55.0,4.5,38.5,-1,0,1,0,0,0,2024-02-26 18:30:00,SUNSET,MONDAY,WINTER,0.3,1.0,0.48093437268131856,-1,0.4707748357943746
5451,1,sleep,sleep,54.0,6.0,38.5,-1,0,1,0,0,0,2024-02-26 18:45:00,SUNSET,MONDAY,WINTER,0.3,1.0,0.49210908320973845,-1,0.4707748357943746
5452,1,sleep,sleep,53.0,7.5,38.5,-1,0,1,0,0,0,2024-02-26 19:00:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.5031826616691252,-1,0.4707748357943746
5453,1,sleep,sleep,52.0,9.0,38.5,-1,0,1,0,0,0,2024-02-26 19:15:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.5141541758681325,-1,0.4707748357943746
5454,1,sleep,sleep,51.0,10.5,38.5,-1,0,1,0,0,0,2024-02-26 19:30:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.5250226673517452,-1,0.4707748357943746
5455,1,sleep,sleep,50.0,12.0,38.5,-1,0,1,0,0,0,2024-02-26 19:45:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.5357871501443147,-1,0.4707748357943746
5456,1,sleep,sleep,49.0,13.5,38.5,-1,0,1,0,0,0,2024-02-26 20:00:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.5464466094067263,-1,0.4707748357943746
5457,1,sleep,sleep,48.0,15.0,38.5,-1,0,1,0,0,0,2024-02-26 20:15:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.557,-1,0.4707748357943746
5458,1,sleep,sleep,47.0,16.5,38.5,-1,0,1,0,0,0,2024-02-26 20:30:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.5674462449467755,-1,0.4707748357943746
5459,1,sleep,sleep,46.0,18.0,38.5,-1,0,1,0,0,0,2024-02-26 20:45:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.577784233781151,-1,0.4707748357943746
5460,1,sleep,sleep,45.0,19.5,38.5,-1,0,1,0,0,0,2024-02-26 21:00:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.5880128207762377,-1,0.4707748357943746
5461,1,sleep,sleep,44.0,21.0,38.5,-1,0,1,0,0,0,2024-02-26 21:15:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.5981308230375284,-1,0.4707748357943746
5462,1,sleep,sleep,43.0,22.5,38.5,-1,0,1,0,0,0,2024-02-26 21:30:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.6081370184487248,-1,0.4707748357943746
5463,1,sleep,sleep,42.0,24.0,38.5,-1,0,1,0,0,0,2024-02-26 21:45:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.6180301434550141,-1,0.4707748357943746
5464,1,sleep,sleep,41.0,25.5,38.5,-1,0,1,0,0,0,2024-02-26 22:00:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.6278088906668698,-1,0.4707748357943746
5465,1,sleep,sleep,40.0,27.0,38.5,-1,0,1,0,0,0,2024-02-26 22:15:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.6374719062652533,-1,0.4707748357943746
5466,1,sleep,sleep,39.0,28.5,38.5,-1,0,1,0,0,0,2024-02-26 22:30:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.6470177871865296,-1,0.4707748357943746
5467,1,sleep,sleep,38.0,30.0,38.5,-1,0,1,0,0,0,2024-02-26 22:45:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.6564450780624624,-1,0.4707748357943746
5468,1,sleep,sleep,37.0,31.5,38.5,-1,0,1,0,0,0,2024-02-26 23:00:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.6657522678871789,-1,0.4707748357943746
5469,1,sleep,sleep,36.0,33.0,38.5,-1,0,1,0,0,0,2024-02-26 23:15:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.674937786378966,-1,0.4707748357943746
5470,1,sleep,sleep,35.0,34.5,38.5,-1,0,1,0,0,0,2024-02-26 23:30:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.684,-1,0.4707748357943746
5471,1,sleep,sleep,34.0,36.0,38.5,-1,0,1,0,0,0,2024-02-26 23:45:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.6929372075915134,-1,0.4707748357943746
5472,1,sleep,sleep,33.0,37.5,38.5,-1,0,1,0,0,0,2024-02-27 00:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7017476355752598,-1,0.4707748357943746
5473,1,sleep,sleep,32.0,39.0,38.5,-1,0,1,0,0,0,2024-02-27 00:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7104294326642451,-1,0.4707748357943746
5474,1,sleep,sleep,31.0,40.5,38.5,-1,0,1,0,0,0,2024-02-27 00:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7189806640162438,-1,0.4707748357943746
5475,1,sleep,sleep,30.0,42.0,38.5,-1,0,1,0,0,0,2024-02-27 00:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7273993047522693,-1,0.4707748357943746
5476,1,sleep,sleep,29.0,43.5,38.5,-1,0,1,0,0,0,2024-02-27 01:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7356832327484503,-1,0.4707748357943746
5477,1,sleep,sleep,28.0,45.0,38.5,-1,0,1,0,0,0,2024-02-27 01:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7438302205930994,-1,0.4707748357943746
5478,1,sleep,sleep,27.0,46.5,38.5,-1,0,1,0,0,0,2024-02-27 01:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.751837926580383,-1,0.4707748357943746
5479,1,sleep,sleep,26.0,48.0,38.5,-1,0,1,0,0,0,2024-02-27 01:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.759703884586921,-1,0.4707748357943746
5480,1,sleep,sleep,25.0,49.5,38.5,-1,0,1,0,0,0,2024-02-27 02:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7674254926465877,-1,0.4707748357943746
5481,1,sleep,sleep,24.0,51.0,38.5,-1,0,1,0,0,0,2024-02-27 02:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.775,-1,0.4707748357943746
5482,1,sleep,sleep,23.0,52.5,38.5,-1,0,1,0,0,0,2024-02-27 02:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7824244923464075,-1,0.4707748357943746
5483,1,sleep,sleep,22.0,54.0,38.5,-1,0,1,0,0,0,2024-02-27 02:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7896958749638074,-1,0.4707748357943746
5484,1,sleep,sleep,21.0,55.5,38.5,-1,0,1,0,0,0,2024-02-27 03:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.7968108532838846,-1,0.4707748357943746
5485,1,sleep,sleep,20.0,57.0,38.5,-1,0,1,0,0,0,2024-02-27 03:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.8037659104059274,-1,0.4707748357943746
5486,1,sleep,sleep,19.0,58.5,38.5,-1,0,1,0,0,0,2024-02-27 03:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.8105572809000084,-1,0.4707748357943746
5487,1,sleep,sleep,18.0,60.0,38.5,-1,0,1,0,0,0,2024-02-27 03:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.8171809200727272,-1,0.4707748357943746
5488,1,sleep,sleep,17.0,61.5,38.5,-1,0,1,0,0,0,2024-02-27 04:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.8236324676318529,-1,0.4707748357943746
5489,1,sleep,sleep,16.0,63.0,38.5,-1,0,1,0,0,0,2024-02-27 04:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.8299072043644998,-1,0.4707748357943746
5490,1,sleep,sleep,15.0,64.5,38.5,-1,0,1,0,0,0,2024-02-27 04:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.836,-1,0.4707748357943746
5491,1,sleep,sleep,14.0,66.0,38.5,-1,0,1,0,0,0,2024-02-27 04:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.8419052498068887,-1,0.4707748357943746
5492,1,sleep,sleep,13.0,67.5,38.5,-1,0,1,0,0,0,2024-02-27 05:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.8476167965851649,-1,0.4707748357943746
5493,1,sleep,sleep,12.0,69.0,38.5,-1,0,1,0,0,0,2024-02-27 05:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.8531278334189681,-1,0.4707748357943746
5494,1,sleep,sleep,11.0,70.5,38.5,-1,0,1,0,0,0,2024-02-27 05:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.858430780618347,-1,0.4707748357943746
5495,1,sleep,sleep,10.0,72.0,38.5,-1,0,1,0,0,0,2024-02-27 05:45:00,NIGHT,TUESDAY,WINTER,0.3,0.995,0.8635171273060906,-1,0.4707748357943746
5496,1,sleep,sleep,9.0,73.5,38.5,-1,0,1,0,0,0,2024-02-27 06:00:00,SUNRISE,TUESDAY,WINTER,0.3,0.98,0.8683772233983162,-1,0.4707748357943746
5497,1,sleep,sleep,8.0,75.0,38.5,-1,0,1,0,0,0,2024-02-27 06:15:00,SUNRISE,TUESDAY,WINTER,0.3,0.965,0.873,-1,0.4707748357943746
5498,1,sleep,sleep,7.0,76.5,38.5,-1,0,1,0,0,0,2024-02-27 06:30:00,SUNRISE,TUESDAY,WINTER,0.3,0.95,0.8773725830020305,-1,0.4707748357943746
5499,1,sleep,sleep,6.0,78.0,38.5,-1,0,1,0,0,0,2024-02-27 06:45:00,SUNRISE,TUESDAY,WINTER,0.3,0.9349999999999999,0.8814797408225479,-1,0.4707748357943746
5500,1,sleep,sleep,5.0,79.5,38.5,-1,0,1,0,0,0,2024-02-27 07:00:00,SUNRISE,TUESDAY,WINTER,0.3,0.9199999999999999,0.885303061543301,-1,0.4707748357943746
5501,1,sleep,sleep,4.0,81.0,38.5,-1,0,1,0,0,0,2024-02-27 07:15:00,SUNRISE,TUESDAY,WINTER,0.3,0.9049999999999999,0.888819660112501,-1,0.4707748357943746
5502,1,eat,eat,28.0,80.0,38.5,-1,0,0,1,0,0,2024-02-27 07:30:00,SUNRISE,TUESDAY,WINTER,0.3,0.8899999999999999,0.892,-1,0.4707748357943746
5503,1,eat,eat,52.0,79.0,38.5,-1,0,0,1,0,0,2024-02-27 07:45:00,SUNRISE,TUESDAY,WINTER,0.3,0.0,0.9518379265803829,-1,0.4707748357943746
5504,1,eat,eat,76.0,78.0,38.5,-1,0,0,1,0,0,2024-02-27 08:00:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.7250226673517451,-1,0.4707748357943746
5505,1,watch tv,watch tv,75.0,77.0,41.0,-1,0,0,0,0,1,2024-02-27 08:15:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.43744736058181755,-1,0.4707748357943746
5506,1,watch tv,watch tv,74.0,76.0,43.5,-1,0,0,0,0,1,2024-02-27 08:30:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.250480947161671,-1,0.4481057053209291
5507,1,watch tv,watch tv,73.0,75.0,46.0,-1,0,0,0,0,1,2024-02-27 08:45:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.2634279302388457,-1,0.42589300557486076
5508,1,watch tv,watch tv,72.0,74.0,48.5,-1,0,0,0,0,1,2024-02-27 09:00:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.2762877265918202,-1,0.4041020549199422
5509,1,work,work,71.0,73.0,47.5,-1,0,0,0,1,0,2024-02-27 09:15:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.289059741054823,1,0.38270253655095277
5510,1,work,work,70.0,72.0,46.5,-1,0,0,0,1,0,2024-02-27 09:30:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.3017433661044786,1,0.39121715423878556
5511,1,work,work,69.0,71.0,45.5,-1,0,0,0,1,0,2024-02-27 09:45:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.3143379814261472,1,0.3997917389627964
5512,1,work,work,68.0,70.0,44.5,-1,0,0,0,1,0,2024-02-27 10:00:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.3268429534586529,1,0.4084280166500076
5513,1,work,work,67.0,69.0,43.5,-1,0,0,0,1,0,2024-02-27 10:15:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.33925763491599814,1,0.4171278020814444
5514,1,work,work,66.0,68.0,42.5,-1,0,0,0,1,0,2024-02-27 10:30:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.3515813642845458,1,0.42589300557486076
5515,1,work,work,65.0,67.0,41.5,-1,0,0,0,1,0,2024-02-27 10:45:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.3638134652940266,1,0.4347256403359895
5516,1,work,work,64.0,66.0,40.5,-1,0,0,0,1,0,2024-02-27 11:00:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.37595324636059424,1,0.44362783056257826
5517,1,work,work,63.0,65.0,39.5,-1,0,0,0,1,0,2024-02-27 11:15:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.388,1,0.4526018203983939
5518,1,work,work,62.0,64.0,38.5,-1,0,0,0,1,0,2024-02-27 11:30:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.3999530022087924,1,0.46164998384964273
5519,1,work,work,61.0,63.0,37.5,-1,0,0,0,1,0,2024-02-27 11:45:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.41181151181126774,1,0.4707748357943746
5520,1,work,work,60.0,62.0,36.5,-1,0,0,0,1,0,2024-02-27 12:00:00,NOON,TUESDAY,WINTER,0.3,0.0,0.4235747697696941,1,0.479979044237024
5521,1,work,work,59.0,61.0,35.5,-1,0,0,0,1,0,2024-02-27 12:15:00,NOON,TUESDAY,WINTER,0.3,0.0,0.43524199845511,1,0.48926544398606786
5522,1,work,work,58.0,60.0,34.5,-1,0,0,0,1,0,2024-02-27 12:30:00,NOON,TUESDAY,WINTER,0.3,0.0,0.44681240087575225,1,0.49863705196383135
5523,1,work,work,57.0,59.0,33.5,-1,0,0,0,1,0,2024-02-27 12:45:00,NOON,TUESDAY,WINTER,0.3,0.0,0.4582851598598934,1,0.5080970843949609
5524,1,work,work,56.0,58.0,32.5,-1,0,0,0,1,0,2024-02-27 13:00:00,NOON,TUESDAY,WINTER,0.3,0.0,0.4696594371895674,1,0.5176489761656038
5525,1,watch tv,watch tv,55.0,57.0,35.0,-1,0,0,0,0,1,2024-02-27 13:15:00,NOON,TUESDAY,WINTER,0.3,0.0,0.48093437268131856,-1,0.5272964027008595
5526,1,watch tv,watch tv,54.0,56.0,37.5,-1,0,0,0,0,1,2024-02-27 13:30:00,NOON,TUESDAY,WINTER,0.3,0.0,0.49210908320973845,-1,0.5033558058103657
5527,1,eat,eat,78.0,55.0,37.5,-1,0,0,1,0,0,2024-02-27 13:45:00,NOON,TUESDAY,WINTER,0.3,0.0,0.5031826616691252,-1,0.479979044237024
5528,1,watch tv,watch tv,77.0,54.0,40.0,-1,0,0,0,0,1,2024-02-27 14:00:00,AFTERNOON,TUESDAY,WINTER,0.3,0.0,0.41112265242642787,-1,0.479979044237024
5529,1,work,work,76.0,53.0,39.0,-1,0,0,0,1,0,2024-02-27 14:15:00,AFTERNOON,TUESDAY,WINTER,0.3,0.0,0.22432774217080662,1,0.4571164766810186
5530,1,work,work,75.0,52.0,38.0,-1,0,0,0,1,0,2024-02-27 14:30:00,AFTERNOON,TUESDAY,WINTER,0.3,0.0,0.23744736058181756,1,0.46620266075180805
5531,1,work,work,74.0,51.0,37.0,-1,0,0,0,1,0,2024-02-27 14:45:00,AFTERNOON,TUESDAY,WINTER,0.3,0.0,0.250480947161671,1,0.47536684735828394
5532,1,work,work,73.0,50.0,36.0,-1,0,0,0,1,0,2024-02-27 15:00:00,AFTERNOON,TUESDAY,WINTER,0.3,0.0,0.2634279302388457,1,0.4846117861004893
5533,1,work,work,72.0,49.0,35.0,-1,0,0,0,1,0,2024-02-27 15:15:00,AFTERNOON,TUESDAY,WINTER,0.3,0.0,0.2762877265918202,1,0.4939404008189504
5534,1,work,work,71.0,48.0,34.0,-1,0,0,0,1,0,2024-02-27 15:30:00,AFTERNOON,TUESDAY,WINTER,0.3,0.010000000000000009,0.289059741054823,1,0.5033558058103657
5535,1,work,work,70.0,47.0,33.0,-1,0,0,0,1,0,2024-02-27 15:45:00,AFTERNOON,TUESDAY,WINTER,0.3,0.020000000000000018,0.3017433661044786,1,0.5128613240617184
5536,1,work,work,69.0,46.0,32.0,-1,0,0,0,1,0,2024-02-27 16:00:00,AFTERNOON,TUESDAY,WINTER,0.3,0.030000000000000027,0.3143379814261472,1,0.5224605078212179
5537,1,work,work,68.0,45.0,31.0,-1,0,0,0,1,0,2024-02-27 16:15:00,AFTERNOON,TUESDAY,WINTER,0.3,0.040000000000000036,0.3268429534586529,1,0.5321571618859414
5538,1,work,work,67.0,44.0,30.0,-1,0,0,0,1,0,2024-02-27 16:30:00,AFTERNOON,TUESDAY,WINTER,0.3,0.050000000000000044,0.33925763491599814,1,0.5419553700616966
5539,1,work,work,66.0,43.0,29.0,-1,0,0,0,1,0,2024-02-27 16:45:00,AFTERNOON,TUESDAY,WINTER,0.3,0.06000000000000005,0.3515813642845458,1,0.5518595253442835
5540,1,work,work,65.0,42.0,28.0,-1,0,0,0,1,0,2024-02-27 17:00:00,SUNSET,TUESDAY,WINTER,0.3,0.07000000000000006,0.3638134652940266,1,0.561874364488038
5541,1,work,work,64.0,41.0,27.0,-1,0,0,0,1,0,2024-02-27 17:15:00,SUNSET,TUESDAY,WINTER,0.3,0.08000000000000007,0.37595324636059424,1,0.5720050077739681
5542,1,work,work,63.0,40.0,26.0,-1,0,0,0,1,0,2024-02-27 17:30:00,SUNSET,TUESDAY,WINTER,0.3,0.09000000000000008,0.388,1,0.5822570049748499
5543,1,work,work,62.0,39.0,25.0,-1,0,0,0,1,0,2024-02-27 17:45:00,SUNSET,TUESDAY,WINTER,0.3,0.09999999999999998,0.3999530022087924,1,0.592636388750348
5544,1,work,work,61.0,38.0,24.0,-1,0,0,0,1,0,2024-02-27 18:00:00,SUNSET,TUESDAY,WINTER,0.3,0.10999999999999999,0.41181151181126774,1,0.6031497370079502
5545,1,watch tv,watch tv,60.0,37.0,26.5,-1,0,0,0,0,1,2024-02-27 18:15:00,SUNSET,TUESDAY,WINTER,0.3,0.12,0.4235747697696941,-1,0.6138042461577481
5546,1,watch tv,watch tv,59.0,36.0,29.0,-1,0,0,0,0,1,2024-02-27 18:30:00,SUNSET,TUESDAY,WINTER,0.3,0.13,0.43524199845511,-1,0.5874303760007255
5547,1,watch tv,watch tv,58.0,35.0,31.5,-1,0,0,0,0,1,2024-02-27 18:45:00,SUNSET,TUESDAY,WINTER,0.3,0.14,0.44681240087575225,-1,0.561874364488038
5548,1,watch tv,watch tv,57.0,34.0,34.0,-1,0,0,0,0,1,2024-02-27 19:00:00,NIGHT,TUESDAY,WINTER,0.3,0.15000000000000002,0.4582851598598934,-1,0.5370433047762122
5549,1,watch tv,watch tv,56.0,33.0,36.5,-1,0,0,0,0,1,2024-02-27 19:15:00,NIGHT,TUESDAY,WINTER,0.3,0.15999999999999992,0.4696594371895674,-1,0.5128613240617184
5550,1,watch tv,watch tv,55.0,32.0,39.0,-1,0,0,0,0,1,2024-02-27 19:30:00,NIGHT,TUESDAY,WINTER,0.3,0.16999999999999993,0.48093437268131856,-1,0.48926544398606786
5551,1,eat,eat,79.0,31.0,39.0,-1,0,0,1,0,0,2024-02-27 19:45:00,NIGHT,TUESDAY,WINTER,0.3,0.17999999999999994,0.49210908320973845,-1,0.46620266075180805
5552,1,watch tv,watch tv,78.0,30.0,41.5,-1,0,0,0,0,1,2024-02-27 20:00:00,NIGHT,TUESDAY,WINTER,0.3,0.18999999999999995,0.3978326410320684,-1,0.46620266075180805
5553,1,watch tv,watch tv,77.0,29.0,44.0,-1,0,0,0,0,1,2024-02-27 20:15:00,NIGHT,TUESDAY,WINTER,0.3,0.19999999999999996,0.2111226524264279,-1,0.44362783056257826
5554,1,watch tv,watch tv,76.0,28.0,46.5,-1,0,0,0,0,1,2024-02-27 20:30:00,NIGHT,TUESDAY,WINTER,0.3,0.20999999999999996,0.22432774217080662,-1,0.421502103247555
5555,1,watch tv,watch tv,75.0,27.0,49.0,-1,0,0,0,0,1,2024-02-27 20:45:00,NIGHT,TUESDAY,WINTER,0.3,0.21999999999999997,0.23744736058181756,-1,0.3997917389627964
5556,1,watch tv,watch tv,74.0,26.0,51.5,-1,0,0,0,0,1,2024-02-27 21:00:00,NIGHT,TUESDAY,WINTER,0.3,0.22999999999999998,0.250480947161671,-1,0.37846719878017954
5557,1,watch tv,watch tv,73.0,25.0,54.0,-1,0,0,0,0,1,2024-02-27 21:15:00,NIGHT,TUESDAY,WINTER,0.3,0.24,0.2634279302388457,-1,0.3575024350700675
5558,1,watch tv,watch tv,72.0,24.0,56.5,-1,0,0,0,0,1,2024-02-27 21:30:00,NIGHT,TUESDAY,WINTER,0.3,0.25,0.2762877265918202,-1,0.33687433024473035
5559,1,watch tv,watch tv,71.0,23.0,59.0,-1,0,0,0,0,1,2024-02-27 21:45:00,NIGHT,TUESDAY,WINTER,0.3,0.26,0.289059741054823,-1,0.3165622474329466
5560,1,eat,eat,95.0,22.0,59.0,-1,0,0,1,0,0,2024-02-27 22:00:00,NIGHT,TUESDAY,WINTER,0.3,0.27,0.3017433661044786,-1,0.29654766681380507
5561,1,bored,bored,94.0,21.0,59.0,-1,1,0,0,0,0,2024-02-27 22:15:00,NIGHT,TUESDAY,WINTER,0.3,0.28,0.17405453724314848,-1,0.29654766681380507
5562,1,bored,bored,93.0,20.0,59.0,-1,1,0,0,0,0,2024-02-27 22:30:00,NIGHT,TUESDAY,WINTER,0.3,0.29000000000000004,-0.01136381319426974,-1,0.29654766681380507
5563,1,sleep,sleep,92.0,21.5,59.0,-1,0,1,0,0,0,2024-02-27 22:45:00,NIGHT,TUESDAY,WINTER,0.3,0.30000000000000004,0.0031404792276551186,-1,0.29654766681380507
5564,1,sleep,sleep,91.0,23.0,59.0,-1,0,1,0,0,0,2024-02-27 23:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.01756699971045958,-1,0.29654766681380507
5565,1,sleep,sleep,90.0,24.5,59.0,-1,0,1,0,0,0,2024-02-27 23:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.03191532671057937,-1,0.29654766681380507
5566,1,sleep,sleep,89.0,26.0,59.0,-1,0,1,0,0,0,2024-02-27 23:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.04618503175453756,-1,0.29654766681380507
5567,1,sleep,sleep,88.0,27.5,59.0,-1,0,1,0,0,0,2024-02-27 23:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.06037567924696227,-1,0.29654766681380507
5568,1,sleep,sleep,87.0,29.0,59.0,-1,0,1,0,0,0,2024-02-28 00:00:00,NIGHT,WEDNESDAY,WINTER,0.3,1.0,0.07448682627107636,-1,0.29654766681380507
5569,1,sleep,sleep,86.0,30.5,59.0,-1,0,1,0,0,0,2024-02-28 00:15:00,NIGHT,WEDNESDAY,WINTER,0.3,1.0,0.08851802238127313,-1,0.29654766681380507
5570,1,sleep,sleep,85.0,32.0,59.0,-1,0,1,0,0,0,2024-02-28 00:30:00,NIGHT,WEDNESDAY,WINTER,0.3,1.0,0.10246880938736944,-1,0.29654766681380507
5571,1,sleep,sleep,84.0,33.5,59.0,-1,0,1,0,0,0,2024-02-28 00:45:00,NIGHT,WEDNESDAY,WINTER,0.3,1.0,0.11633872113010466,-1,0.29654766681380507
